,show_id,type,title,cast,country,date_added,release_year,rating,duration,listed_in,description,director
458,80117803,TV Show,Raising Dion,"Alisha Wainwright, Ja'Siah Young, Jason Ritter, Michael B. Jordan, Jazmyn Simon, Ali Ahn, Sammi Haney",United States,2019-10-04,2019,TV-PG,1 Season,"Kids' TV, TV Action & Adventure, TV Dramas",A widowed mom sets out to solve the mystery surrounding her young son's emerging superpowers while keeping his extraordinary gifts under wraps.,
3948,81026667,Movie,Outlawed,"Adam Collins, Jessica Norris, Ian Hitchens, Steven Blades, Zara Phythian, Anthony Burrows, Andy Calderwood, Emmeline Kellie, Andre Squire, Ollie Christie",United Kingdom,2019-02-15,2018,TV-MA,102 min,Action & Adventure,"After a failed mission, an ex-Royal Marines Commando tries to overcome his demons while investigating the death of his ex-girlfriend's father.","Adam Collins, Luke Radford"
1466,70254342,Movie,Husbands in Goa,"Jayasurya, Indrajith, Asif Ali, Lal, Bhama, Ramya Nambeeshan, Rima Kallingal, Praveena",India,2018-11-01,2012,TV-14,150 min,"Comedies, International Movies, Music & Musicals","Three professional friends, all husbands living with domineering wives, take a well-deserved vacation in the resort city of Goa.",Saji Surendran
4710,80114915,Movie,Natural Selection,"Mason Dye, Ryan Munzert, Anthony Michael Hall, Amy Carlson, Katherine McNamara, Tyler Elliot Burke, Esther Zynn, Ryan Boudreau",United States,2016-12-01,2015,R,101 min,"Dramas, Independent Movies","As the new kid, a shy high school senior finds himself tormented by all his peers except one. But his new friend has a dark, infectious outlook.",Chad L. Scheifele
1666,81036190,Movie,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,"Andy Samberg, Akiva Schaffer, Jorma Taccone, Hannah Simone, Jenny Slate, Sterling K. Brown, Jim O'Heir, Maya Rudolph, Stephanie Beatriz, Alana Haim, Este Haim, Danielle Haim",,2019-05-23,2019,TV-MA,30 min,"Comedies, Music & Musicals, Sports Movies",The Lonely Island spoofs notorious baseball stars Jose Canseco and Mark McGwire in this visual rap album set in the Bash Brothers' 1980s heyday.,"Mike Diva, Akiva Schaffer"
811,81036448,TV Show,Miniforce X,,South Korea,2019-10-01,2018,TV-Y7-FV,1 Season,"Kids' TV, Korean TV Shows",Zenos wants to use the Earth’s negative energy for his own good – and it's up to Miniforce X to stop this space alien’s evil plans.,
1991,80144408,TV Show,Maggie & Bianca: Fashion Friends,"Emanuela Rei, Giorgia Boni, Sergio Ruggeri, Luca Murphy, Federica Corti, Federico Pedroni, Tiffany Zhou, Sergio Melone",Italy,2019-03-31,2017,TV-Y7,1 Season,"Kids' TV, TV Comedies","Originally polar opposites, an American fashion student and the daughter of an industry mogul form an everlasting bond and start a rock band in Milan.",Iginio Straffi
1448,80039595,Movie,Chaar Sahibzaade,Om Puri,India,2018-11-01,2014,TV-PG,126 min,"Dramas, Faith & Spirituality, International Movies","With a horde of enemy invaders bearing down, four sons of an illustrious Sikh guru lead a tiny but valiant army into a desperate fight for freedom.",Harry Baweja
4599,81037373,Movie,The Sky Is Pink,"Rohit Saraf, Zaira Wasim, Farhan Akhtar, Priyanka Chopra","India, United Kingdom, Canada, United States",2019-12-11,2019,TV-14,143 min,"Dramas, International Movies","After succumbing to her terminal illness, a teenager posthumously narrates her parents’ tenacious relationship in this drama based on a true story.",Shonali Bose
2854,80023689,Movie,Ex Machina,"Domhnall Gleeson, Alicia Vikander, Oscar Isaac, Sonoya Mizuno, Claire Selby, Symara Templeman, Gana Bayarsaikhan, Tiffany Pisani, Corey Johnson, Evie Wray, Deborah Rosan",United Kingdom,2018-07-26,2015,R,108 min,"Dramas, Independent Movies, International Movies","A coder at a tech company wins a week-long retreat at the compound of his company's CEO, where he's tasked with testing a new artificial intelligence.",Alex Garland
743,80158148,Movie,Apostle,"Dan Stevens, Lucy Boynton, Michael Sheen, Mark Lewis Jones, Bill Milner, Kristine Froseth, Paul Higgins, Richard Elfyn, Elen Rhys, Ross O'Hennessy","United Kingdom, United States",2018-10-12,2018,TV-MA,130 min,"Horror Movies, International Movies, Thrillers","In 1905, a drifter on a dangerous mission to rescue his kidnapped sister tangles with a sinister religious cult on an isolated island.",Gareth Evans
6198,80189829,TV Show,The Protector,"Çağatay Ulusoy, Ayça Ayşin Turan, Hazar Ergüçlü, Okan Yalabık, Mehmet Kurtuluş, Yurdaer Okur",Turkey,2019-04-26,2019,TV-MA,2 Seasons,"International TV Shows, Romantic TV Shows, TV Action & Adventure","Discovering his ties to a secret ancient order, a young man living in modern Istanbul embarks on a quest to save the city from an immortal enemy.",
865,80032476,Movie,Happy Go Lucky,"Amrinder Gill, Harish Verma, Sumeet Sandhu, Gurpreet Guggi, B.N. Sharma, Praneet Bhatt, Kuldeep Sharma",India,2018-10-01,2014,TV-14,129 min,"Comedies, International Movies, Music & Musicals","Three sisters seem to be ideal brides for three brothers. But when the girls' father won't allow the marriages, the boys use trickery to pull it off.",Amarpreet G S Chabbra
2299,80207473,Movie,Dead in a Week (Or Your Money Back),"Tom Wilkinson, Aneurin Barnard, Freya Mavor, Marion Bailey, Christopher Eccleston, Nigel Lindsay, Velibor Topic",United Kingdom,2019-03-01,2018,TV-MA,90 min,Comedies,"After several failed attempts at taking his own life, a young man hires an aging assassin who’ll do anything to fend off retirement.",Tom Edmunds
4127,70063484,Movie,The Secret,,"Australia, United States",2017-12-07,2006,TV-PG,91 min,"Documentaries, Faith & Spirituality","An assembly of writers, philosophers and scientists share The Secret, which reputedly brought success to Plato, da Vinci, Einstein and other greats.",Drew Heriot
37,81052275,Movie,Ee Nagaraniki Emaindi,"Vishwaksen Naidu, Sushanth Reddy, Abhinav Gomatam, Venkatesh Kakumanu, Anisha Ambrose, Simran Choudhary",India,2019-09-06,2018,TV-14,133 min,"Comedies, International Movies","In Goa and in desperate need of cash, four childhood friends get another shot at making their long-abandoned dreams of becoming filmmakers come true.",Tharun Bhascker
962,80162246,Movie,Verónica,"Arcelia Ramírez, Olga Segura, Sofía Garza",Mexico,2017-10-01,2017,TV-MA,81 min,"Dramas, Independent Movies, International Movies","A reclusive psychologist agrees to treat a patient – whose therapist is missing – at her remote cabin, where the women test each other's boundaries.","Carlos Algara, Alejandro Martinez-Beltran"
5433,80156683,Movie,Arctic Heart,"Charlotte Le Bon, Guillaume Canet, Anne Le Ny, Patrick d'Assumçao, Damien Chapelle, Xavier Beauvois, Vincent Launay-Franceschini","France, Belgium",2017-04-14,2016,TV-14,81 min,"Dramas, International Movies, Romantic Movies","Madly in love with a brilliant scientist studying an immunizing protein produced by penguins, a timid med student offers her body to his research.",Marie Madinier
3930,80106438,Movie,Operator,"Martin Starr, Mae Whitman, Nat Faxon, Cameron Esposito, Retta, Christine Lahti, Kate Cobb, Kristopher Lofton, Tim Hopper, Trevor Dawkins",United States,2017-02-16,2016,TV-MA,91 min,"Comedies, Dramas, Independent Movies","When a programmer uses his wife's sympathetic voice for his company's customer service app, he starts to rely more on her idealized self than her.",Logan Kibens
4355,81037697,Movie,MFKZ,"Kenn Michael, Vince Staples, Dino Andrade, Michael Chiklis, Giancarlo Esposito, Jorge Gutierrez, Dascha Polanco, RZA, Danny Trejo, Antonio Alvarez","France, Japan",2019-12-25,2017,R,95 min,"Action & Adventure, Comedies, International Movies",Mysterious goons chase teenage slacker Angelino through chaotic Dark Meat City as he uncovers secret powers that could be the key to saving the world.,"Shojiro Nishimi, Guillaume Renard"
762,81038598,Movie,The Influence,"Manuela Vellés, Maggie Civantos, Alain Hernández, Claudia Placer, Daniela Rubio, Emma Suárez, Ramón Esquinas, Felipe García Vélez, Mariana Cordero","Spain, France",2019-10-11,2019,TV-MA,102 min,"Horror Movies, International Movies","Back in her childhood home to help her sister care for their comatose mother, Alicia must face a dark force from her past that now threatens her child.",Dennis Rovira van Boekholt
2862,80236236,TV Show,Another Life,"Katee Sackhoff, Justin Chatwin, Samuel Anderson, Blu Hunt, AJ Rivera, Jake Abel, Alex Ozerov, Alexander Eling, Lina Renna, Selma Blair",United States,2019-07-25,2019,TV-MA,1 Season,"TV Action & Adventure, TV Dramas, TV Mysteries","After a massive alien artifact lands on Earth, Niko Breckinridge leads an interstellar mission to track down its source and make first contact.",
1477,70139076,Movie,No One Killed Jessica,"Rani Mukerji, Vidya Balan, Myra Karn, Neil Bhoopalam, Rajesh Sharma, Mohammed Zeeshan Ayyub, Bubbles Sabharwal, Satyadeep Misra, Yogendra Tikku, Geeta Sudan",India,2018-11-01,2011,TV-MA,131 min,"Dramas, International Movies",This thriller tells the true story of model Jessica Lall – who was shot dead in a restaurant – and the campaign to bring her killer to justice.,Raj Kumar Gupta
3638,60023619,Movie,XXx,"Vin Diesel, Asia Argento, Marton Csokas, Samuel L. Jackson, Danny Trejo, Michael Roof, Tom Everett, Richy Müller, William Hope, Werner Daehn",United States,2019-01-01,2002,PG-13,124 min,"Action & Adventure, Sports Movies",A notorious underground rush-seeker deemed untouchable by the law is coerced into cooperating with the government to infiltrate a Russian crime ring.,Rob Cohen
1012,70243445,Movie,Hit & Run,"Kristen Bell, Dax Shepard, Kristin Chenoweth, Tom Arnold, Bradley Cooper, Jess Rowland, Ryan Hansen, Beau Bridges, Michael Rosenbaum, David Koechner, Joy Bryant",United States,2019-11-08,2012,R,100 min,"Action & Adventure, Comedies, Romantic Movies","Determined to get his fiancée to L.A. to take advantage of an amazing opportunity, Charlie breaks out of the witness protection program to drive her.","David Palmer, Dax Shepard"
2175,70108985,Movie,G-Force,"Bill Nighy, Will Arnett, Zach Galifianakis, Kelli Garner, Tyler Patrick Jones, Piper Mackenzie Harris, Gabriel Casseus, Jack Conley, Niecy Nash, Justin Mentell, Nicolas Cage, Sam Rockwell, Jon Favreau, Penélope Cruz, Steve Buscemi, Tracy Morgan",United States,2019-03-15,2009,PG,88 min,"Children & Family Movies, Comedies","When a billionaire sets out to take over the world, only one special forces unit can handle the job – a squad of highly trained guinea pigs.",Hoyt Yeatman
139,80196586,Movie,Gaga: Five Foot Two,Lady Gaga,United States,2017-09-22,2017,TV-MA,101 min,"Documentaries, Music & Musicals","Follow pop provocateur Lady Gaga as she releases a new album, preps for her Super Bowl halftime show, and confronts physical and emotional struggles.",Chris Moukarbel
2967,70171835,Movie,Tahaan,"Purav Bhandare, Anupam Kher, Rahul Bose, Victor Banerjee, Ankush Dubey, Rasika Dugal, Rahul Khanna, Sana Shaikh, Dheirya Sonecha, Fatima Sana Shaikh, Sarika",India,2018-07-15,2008,TV-14,95 min,"Dramas, International Movies","After his family's donkey is confiscated by a moneylender, 8-year-old Tahaan travels across conflict-torn Kashmir to find his beloved pet.",Santosh Sivan
5783,80027373,TV Show,Oh No! It's an Alien Invasion,"Al Mukadam, Dan Chameroy, Seán Cullen, Stacey DePass, Barbara Mamabolo, Robert Tinkler, Ryan Cooley, Brianna Daguanno",Canada,2015-05-31,2014,TV-Y7-FV,2 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",Nate and his Super Wicked Extreme Emergency Team –  S.W.E.E.T. – take on alien invaders who have captured all the world's grownups.,
3381,81144867,Movie,Saving Zoë,"Laura Marano, Vanessa Marano, Christopher Tavarez, Giorgia Whigham, Michael Provost, Nathaniel Buzolic, Ken Jeong, Annie Jacob, Evan Castelloe, Whitney Goin, Jason Davis",United States,2020-01-15,2019,R,95 min,Dramas,A reserved high school freshman acts out when she recovers a diary that offers clues to a secret world that could be behind her sister's murder.,Jeffrey G. Hunt
4950,80173606,Movie,The Motive,"Javier Gutiérrez, María León, Adelfa Calvo, Adriana Paz, Tenoch Huerta, Rafael Téllez, Antonio de la Torre","Spain, Mexico",2018-08-17,2017,TV-MA,114 min,"Comedies, Dramas, International Movies",An aspiring writer with no imagination seeks inspiration for his novel by manipulating the lives of his neighbors so that he can write about them.,Manuel Martín Cuenca
3957,81043343,Movie,You're Everything To Me,"Tolga Çevik, Cengiz Bozkurt, Melis Birkan, Tuna Çevik",Turkey,2019-02-15,2016,TV-PG,107 min,"Comedies, Dramas, Independent Movies","When an old fling shows up with their infant child, a dallying man-child must take on the role of father and create a fairytale world for his daughter.",Tolga Örnek
2688,80176866,TV Show,Man to Man,"Hae-Jin Park, Sung-woong Park, Min-jung Kim, Jung-an Chae, Jung-hoon Yeon, Hyun-sung Jang, Man-sik Jung, Shin-il Kang, Ho-jin Chun, In-ho Tae",South Korea,2017-06-10,2017,TV-14,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows","Disguised as a bodyguard, a special agent must complete his national secret tasks while pandering to the whims of his ill-tempered world star.",Chang-Min Lee
2330,80232404,Movie,Battle Drone,"Louis Mandylor, Daniel Southworth, Richard Alan Reid, Oleg Taktarov, Natassia Malthe, Jason Earles, Dominique Swain, Michael Paré",United States,2018-03-01,2018,TV-MA,94 min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy","A team of mercenaries working with the CIA accepts an off-the-books mission in Chernobyl, where deadly human-controlled droids prepare an ambush.",Mitch Gould
2205,80239642,Movie,Mango Dreams,"Ram Gopal Bajaj, Pankaj Tripathi, Sameer Kochhar",United States,2018-03-15,2016,TV-14,92 min,"Dramas, Independent Movies","Concerned that dementia will soon steal his most cherished memories, a Hindu doctor hires a Mulsim rickshaw driver to take him to his childhood home.",John Upchurch
768,81171871,Movie,GEN HOSHINO STADIUM TOUR “POP VIRUS”,Gen Hoshino,,2019-10-10,2019,TV-PG,154 min,"International Movies, Music & Musicals",Singer-songwriter Gen Hoshino takes the stage at the sold out Tokyo Dome in his highly anticipated 2019 Pop Virus dome tour.,Naoto Amazutsumi
6074,80092654,TV Show,Occupied,"Henrik Mestad, Ane Dahl Torp, Ingeborga Dapkunaite, Eldar Skar, Ragnhild Gudbrandsen, Kristin Braut-Solheim","Norway, Sweden",2019-12-31,2017,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Thrillers","In the near future, Russia initiates a ""silk glove"" invasion of Norway to restart oil production, but soon uncertainty, chaos and danger erupt.",
1442,81024731,Movie,Asees,"Rana Ranbir, Neha Pawar, Kuljinder Sidhu, Rupinder Roopi, Sardar Sohi, Pardeep Sran, Seema Kaushal, Rajvir Boparai",India,2018-11-01,2018,TV-14,123 min,"Dramas, International Movies, Music & Musicals","When a dispute breaks out between five siblings over their mother’s property, one devoted son will go to any lengths to protect her land.",Rana Ranbir
2231,81010870,Movie,Seven Sundays,"Ronaldo Valdez, Aga Muhlach, Dingdong Dantes, Enrique Gil, Cristine Reyes, Donita Rose, Ketchup Eusebio, Kean Cipriano",Philippines,2019-03-14,2017,TV-MA,128 min,"Comedies, Dramas, International Movies","A dying father asks his busy and grown children to spend their Sundays with him, forcing his family to confront their issues before it's too late.",Cathy Garcia-Molina
4841,81003736,Movie,One Last Thing,"Wendell Pierce, Jurnee Smollett-Bell, Joanne Froggatt, April Billingsley, Elizabeth Ludlow, David Kronawitter, Adora Dei, Eric Mendenhall, Ed Amatrudo, Kate Kovach",United States,2019-08-25,2018,TV-MA,92 min,Dramas,"After 25 years of searching, a lonely dentist finds his long-lost daughter but learns that she suffers from a rare medical condition.",Tim Rouhana
